"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VJ59IIES","journalArticle","2021","Li, Yuchong; Liu, Qinghui","A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments","Energy Reports","","2352-4847","10.1016/j.egyr.2021.08.126","https://www.sciencedirect.com/science/article/pii/S2352484721007289","At present, most of the economic, commercial, cultural, social and governmental activities and interactions of countries, at all levels, including individuals, non-governmental organizations and government and governmental institutions, are carried out in cyberspace. Recently, many private companies and government organizations around the world are facing the problem of cyber-attacks and the danger of wireless communication technologies. Today’s world is highly dependent on electronic technology, and protecting this data from cyber-attacks is a challenging issue. The purpose of cyber-attacks is to harm companies financially. In some other cases, cyber-attacks can have military or political purposes. Some of these damages are: PC viruses, knowledge breaks, data distribution service (DDS) and other assault vectors. To this end, various organizations use various solutions to prevent damage caused by cyber-attacks. Cyber security follows real-time information on the latest IT data. So far, various methods had been proposed by researchers around the world to prevent cyber-attacks or reduce the damage caused by them. Some of the methods are in the operational phase and others are in the study phase. The aim of this study is to survey and comprehensively review the standard advances presented in the field of cyber security and to investigate the challenges, weaknesses and strengths of the proposed methods. Different types of new descendant attacks are considered in details. Standard security frameworks are discussed with the history and early-generation cyber-security methods. In addition, emerging trends and recent developments of cyber security and security threats and challenges are presented. It is expected that the comprehensive review study presented for IT and cyber security researchers will be useful.","2021-11-01","2025-08-08 16:57:08","2025-08-08 16:57:08","2025-08-08 16:57:08","8176-8186","","","7","","Energy Reports","","","","","","","","","","","","","ScienceDirect","","","","/Users/shoggyboy/Zotero/storage/UR87EFSK/S2352484721007289.html","","","Cyber security; Cyber-attacks; Emerging trends; Information technology; Key management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84YIISEJ","webpage","","","What is cyber security?","","","","","https://www.ncsc.gov.uk/section/about-ncsc/what-is-cyber-security","Cyber security helps individuals and organisations reduce the risk and impact of cyber attacks.","","2025-08-12 09:36:39","2025-08-12 09:36:39","2025-08-12 09:36:39","","","","","","","","","","","","","","en","","","","","","","","","/Users/shoggyboy/Zotero/storage/SGZIYDNK/what-is-cyber-security.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KCJ2EL4","webpage","","Fortinet","What is the CIA Triad and Why is it important?","Fortinet","","","","https://www.fortinet.com/uk/resources/cyberglossary/cia-triad.html","Learn what the CIA triad is, why you should use it, and when. The CIA triad is used for finding vulnerabilities and methods for creating solutions.","","2025-08-12 09:40:12","2025-08-12 09:40:58","2025-08-12 09:40:12","","","","","","","","","","","","","","en","","","","","","","","","/Users/shoggyboy/Zotero/storage/6SDNV9KE/cia-triad.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRD6XGE3","book","2012","Stallings, William; Brown, Lawrie; Bauer, Mick; Howard, Michael","Computer security: principles and practice","","978-0-13-277506-9 978-0-273-76449-6","","","","","2012","2025-08-12 09:49:44","2025-08-12 09:49:44","","","810","","","","","Computer security","Always learning","","","","Pearson","Boston, Mass.","en","","","","","K10plus ISBN","","","","/Users/shoggyboy/Zotero/storage/BKAKKY39/Stallings et al. - 2012 - Computer security principles and practice.pdf","","","","","","","","","","","","","","","","","","","","","","","2. ed., international ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58RCX7PQ","book","2019","Bishop, Matt; Sullivan, Elisabeth; Ruppel, Michelle","Computer security: art and science","","978-0-321-71233-2","","","","","2019","2025-08-12 09:52:15","2025-08-12 09:52:15","","","1383","","","","","Computer security","","","","","Addison-Wesley","Boston","en","","","","","Library of Congress ISBN","QA76.9.A25 B56 2019","","","/Users/shoggyboy/Zotero/storage/XYTN6AKT/Bishop et al. - 2019 - Computer security art and science.pdf","","","Computer security","","","","","","","","","","","","","","","","","","","","Second edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCTMH7QI","book","2016","Russell, Stuart J.; Norvig, Peter; Davis, Ernest; Edwards, Douglas","Artificial intelligence: a modern approach","","978-0-13-604259-4 978-1-292-15397-1","","","","","2016","2025-08-12 10:16:50","2025-08-12 10:16:50","","","1","","","","","Artificial intelligence","Prentice Hall series in artificial intelligence","","","","Pearson","Boston Columbus Indianapolis","en","","","","","K10plus ISBN","","","","/Users/shoggyboy/Zotero/storage/L45Y4MKY/Russell and Norvig - 2016 - Artificial intelligence a modern approach.pdf","","","","","","","Davis, Ernest; Edwards, Douglas","","","","","","","","","","","","","","","","Third edition, Global edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYTVX98R","journalArticle","1950","TURING, A. M.","I.—COMPUTING MACHINERY AND INTELLIGENCE","Mind","","0026-4423","10.1093/mind/LIX.236.433","https://doi.org/10.1093/mind/LIX.236.433","","1950-10-01","2025-08-12 10:33:31","2025-08-12 10:33:31","2025-08-12 10:33:31","433-460","","236","LIX","","Mind","","","","","","","","","","","","","Silverchair","","","","/Users/shoggyboy/Zotero/storage/DQ96N332/986238.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VPGBH32","webpage","","","Fig. 2 The artificial intelligence landscape. A Venn diagram providing...","ResearchGate","","","","https://www.researchgate.net/figure/The-artificial-intelligence-landscape-A-Venn-diagram-providing-a-holistic-view-of-the_fig2_378676909","Download scientific diagram | The artificial intelligence landscape. A Venn diagram providing a holistic view of the artificial intelligence (AI) landscape, with a particular focus on machine learning (ML) methods. ML is a subfield that is often used in conjunction with other AI subfields, such as computer vision. Some methods can be used in alternative learning frameworks however their most common current manifestations are presented here. from publication: The prospect of artificial intelligence to personalize assisted reproductive technology | Infertility affects 1-in-6 couples, with repeated intensive cycles of assisted reproductive technology (ART) required by many to achieve a desired live birth. In ART, typically, clinicians and laboratory staff consider patient characteristics, previous treatment responses,... | Assisted Reproductive Technology, Artificial Intelligence and Embryology | ResearchGate, the professional network for scientists.","","2025-08-12 10:43:25","2025-08-12 10:43:25","2025-08-12 10:43:25","","","","","","","","","","","","","","en","","","","","","","","","/Users/shoggyboy/Zotero/storage/VTP27UJM/The-artificial-intelligence-landscape-A-Venn-diagram-providing-a-holistic-view-of-the_fig2_3786.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A72SPTT3","journalArticle","1984","Rich","The Gradual Expansion of Artificial Intelligence","Computer","","1558-0814","10.1109/MC.1984.1659134","https://ieeexplore.ieee.org/document/1659134","","1984-05","2025-08-12 11:04:37","2025-08-12 11:04:37","2025-08-12 11:04:37","4-12","","5","17","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/shoggyboy/Zotero/storage/P3WJKQFW/1659134.html","","","Artificial intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7N4XQ4KS","book","2021","Mueller, John Paul; Massaron, Luca","Machine learning for dummies","","978-1-119-72401-8 978-1-119-72406-3 978-1-119-72405-6","","","","Cover -- Title Page -- Copyright Page -- Table of Contents -- Introduction -- About This Book -- Foolish Assumptions -- Icons Used in This Book -- Beyond the Book -- Where to Go from Here -- Part 1 Introducing How Machines Learn -- Chapter 1 Getting the Real Story about AI -- Moving beyond the Hype -- Dreaming of Electric Sheep -- Understanding the history of AI and machine learning -- Exploring what machine learning can do for AI -- Considering the goals of machine learning -- Defining machine learning limits based on hardware -- Overcoming AI Fantasies -- Discovering the fad uses of AI and machine learning -- Considering the true uses of AI and machine learning -- Being useful -- being mundane -- Considering the Relationship between AI and Machine Learning -- Considering AI and Machine Learning Specifications -- Defining the Divide between Art and Engineering -- Predicting the Next AI Winter -- Chapter 2 Learning in the Age of Big Data -- Considering the Machine Learning Essentials -- Defining Big Data -- Considering the Sources of Big Data -- Building a new data source -- Using existing data sources -- Locating test data sources -- Specifying the Role of Statistics in Machine Learning -- Understanding the Role of Algorithms -- Defining what algorithms do -- Considering the five main techniques -- Defining What Training Means -- Chapter 3 Having a Glance at the Future -- Creating Useful Technologies for the Future -- Considering the role of machine learning in robots -- Using machine learning in health care -- Creating smart systems for various needs -- Using machine learning in industrial settings -- Understanding the role of updated processors and other hardware -- Discovering the New Work Opportunities with Machine Learning -- Working for a machine -- Working with machines -- Repairing machines -- Creating new machine learning tasks","2021","2025-08-12 11:11:46","2025-08-12 11:11:46","","","1","","","","","","for dummies","","","","John Wiley & Sons, Inc","Hoboken, NJ","en","","","","","K10plus ISBN","","","","/Users/shoggyboy/Zotero/storage/MFTK7PIV/Mueller and Massaron - 2021 - Machine learning for dummies.pdf","","","","","","","","","","","","","","","","","","","","","","","2nd edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVL5HN2D","journalArticle","2020","Kaloudi, Nektaria; Li, Jingyue","The AI-Based Cyber Threat Landscape: A Survey","ACM Comput. Surv.","","0360-0300","10.1145/3372823","https://doi.org/10.1145/3372823","Recent advancements in artificial intelligence (AI) technologies have induced tremendous growth in innovation and automation. Although these AI technologies offer significant benefits, they can be used maliciously. Highly targeted and evasive attacks in benign carrier applications, such as DeepLocker, have demonstrated the intentional use of AI for harmful purposes. Threat actors are constantly changing and improving their attack strategy with particular emphasis on the application of AI-driven techniques in the attack process, called AI-based cyber attack, which can be used in conjunction with conventional attack techniques to cause greater damage. Despite several studies on AI and security, researchers have not summarized AI-based cyber attacks enough to be able to understand the adversary’s actions and to develop proper defenses against such attacks. This study aims to explore existing studies of AI-based cyber attacks and to map them onto a proposed framework, providing insight into new threats. Our framework includes the classification of several aspects of malicious uses of AI during the cyber attack life cycle and provides a basis for their detection to predict future threats. We also explain how to apply this framework to analyze AI-based cyber attacks in a hypothetical scenario of a critical smart grid infrastructure.","2020-02-06","2025-08-12 11:25:31","2025-08-12 11:25:31","2025-08-12 11:25:30","20:1–20:34","","1","53","","","The AI-Based Cyber Threat Landscape","","","","","","","","","","","","ACM Digital Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2FU8YDA","journalArticle","2025","Burton, Joe; Janjeva, Ardi; Moseley, Simon","AI and Serious Online Crime","","","","","https://cetas.turing.ac.uk/publications/ai-and-serious-online-crime","AI proliferation is reshaping serious online criminality.","2025-03-31","2025-08-12 12:02:24","2025-08-12 12:12:22","2025-08-12 12:02:24","","","","","","","","","","","","","","en","","","","","cetas.turing.ac.uk","","","","/Users/shoggyboy/Zotero/storage/P5VSZW6E/Burton et al. - AI and Serious Online Crime.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPAXETU2","webpage","2024","Grace Noto","Scammers siphon $25M","","","","","https://www.cfodive.com/news/scammers-siphon-25m-engineering-firm-arup-deepfake-cfo-ai/716501/","Cybercriminals utilized AI deepfakes to falsely pose as Arup’s CFO and other employees, leading a staff member to transfer $25 million to Hong Kong bank accounts.","2024-05-17","2025-08-12 12:19:23","2025-08-12 12:20:51","2025-08-12 12:19:23","","","","","","","","","","","","","","en-US","","","","","","","","","/Users/shoggyboy/Zotero/storage/4X7P3EQ2/716501.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VL4MW3G","webpage","2024","Deloitte","Generative AI is expected to magnify the risk of deepfakes and other fraud in banking","Deloitte Insights","","","","https://www.deloitte.com/us/en/insights/industry/financial-services/deepfake-banking-fraud-risk-on-the-rise.html","Banks can use AI tools to help protect against rising AI-enabled deepfakes and other fraud.","2024-05-29","2025-08-12 12:25:19","2025-08-12 12:25:41","2025-08-12 12:25:19","","","","","","","","","","","","","","en-us","","","","","","","","","/Users/shoggyboy/Zotero/storage/U9PUM8WR/deepfake-banking-fraud-risk-on-the-rise.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ8WFYY9","journalArticle","2025","Zhang, Jie; Bu, Haoyu; Wen, Hui; Liu, Yongji; Fei, Haiqiang; Xi, Rongrong; Li, Lun; Yang, Yun; Zhu, Hongsong; Meng, Dan","When LLMs meet cybersecurity: a systematic literature review","Cybersecurity","","2523-3246","10.1186/s42400-025-00361-w","https://doi.org/10.1186/s42400-025-00361-w","The rapid development of large language models (LLMs) has opened new avenues across various fields, including cybersecurity, which faces an evolving threat landscape and demand for innovative technologies. Despite initial explorations into the application of LLMs in cybersecurity, there is a lack of a comprehensive overview of this research area. This paper addresses this gap by providing a systematic literature review, covering the analysis of over 300 works, encompassing 25 LLMs and more than 10 downstream scenarios. Our comprehensive overview addresses three key research questions: the construction of cybersecurity-oriented LLMs, the application of LLMs to various cybersecurity tasks, the challenges and further research in this area. This study aims to shed light on the extensive potential of LLMs in enhancing cybersecurity practices and serve as a valuable resource for applying LLMs in this field. We also maintain and regularly update a list of practical guides on LLMs for cybersecurity at https://github.com/tmylla/Awesome-LLM4Cybersecurity.","2025-02-05","2025-08-12 15:54:17","2025-08-12 15:54:17","2025-08-12 15:54:17","55","","1","8","","Cybersecurity","When LLMs meet cybersecurity","","","","","","","","","","","","BioMed Central","","","","/Users/shoggyboy/Zotero/storage/YA39YSJP/Zhang et al. - 2025 - When LLMs meet cybersecurity a systematic literat.pdf; /Users/shoggyboy/Zotero/storage/VYATDHMS/s42400-025-00361-w.html","","","Cybersecurity; Agent; Cyber attack; Cyber defense; Large language model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EFJSFQB","book","2024","","Large Language Models in Cybersecurity: Threats, Exposure and Mitigation","","978-3-031-54826-0 978-3-031-54827-7","","","https://link.springer.com/10.1007/978-3-031-54827-7","","2024","2025-08-12 15:55:27","2025-08-12 15:55:27","2025-08-12 15:55:27","","","","","","","Large Language Models in Cybersecurity","","","","","Springer Nature Switzerland","Cham","en","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-031-54827-7","","/Users/shoggyboy/Zotero/storage/5Y8TH5J8/Kucharavy et al. - 2024 - Large Language Models in Cybersecurity Threats, E.pdf","","","cybersecurity; cyberdefense; large language models; LLMs; neural networks; Open Access; risk management; societal implications","Kucharavy, Andrei; Plancherel, Octave; Mulder, Valentin; Mermoud, Alain; Lenders, Vincent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZIC9Y8E","webpage","2024","","Deepfakes and LLMs: The Cybersecurity Frontier We Can't Ignore","","","","","https://www.isc2.org/Insights/2024/11/Deepfakes-and-LLMs","Numerous technological advancements reshape our digital landscape. However, as Vaibhav Malik, CC explains, none have presented challenges as formidable as deepfakes and large language models.","2024-11-22","2025-08-12 15:57:15","2025-08-12 15:57:31","2025-08-12 15:57:15","","","","","","","Deepfakes and LLMs","","","","","","","en","","","","","","","","","/Users/shoggyboy/Zotero/storage/7BKPPI7I/Deepfakes-and-LLMs.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"573L8CYH","webpage","2023","Kim Martineau","What is generative AI?","IBM Research","","","","https://research.ibm.com/blog/what-is-generative-AI","Generative AI refers to deep-learning models that can generate high-quality text, images, and other content based on the data they were trained on.","2023-04-20","2025-08-12 17:41:53","2025-08-12 17:43:20","2025-08-12 17:41:53","","","","","","","","","","","","","","en-US","© Copyright IBM Corp. 2021","","","","","","","","/Users/shoggyboy/Zotero/storage/CXLDHQWJ/what-is-generative-AI.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKZUMZZK","journalArticle","2024","Schmitt, Marc; Flechais, Ivan","Digital deception: generative artificial intelligence in social engineering and phishing","Artificial Intelligence Review","","1573-7462","10.1007/s10462-024-10973-2","https://doi.org/10.1007/s10462-024-10973-2","The advancement of Artificial Intelligence (AI) and Machine Learning (ML) has profound implications for both the utility and security of our digital interactions. This paper investigates the transformative role of Generative AI in Social Engineering (SE) attacks. We conduct a systematic review of social engineering and AI capabilities and use a theory of social engineering to identify three pillars where Generative AI amplifies the impact of SE attacks: Realistic Content Creation, Advanced Targeting and Personalization, and Automated Attack Infrastructure. We integrate these elements into a conceptual model designed to investigate the complex nature of AI-driven SE attacks—the Generative AI Social Engineering Framework. We further explore human implications and potential countermeasures to mitigate these risks. Our study aims to foster a deeper understanding of the risks, human implications, and countermeasures associated with this emerging paradigm, thereby contributing to a more secure and trustworthy human-computer interaction.","2024-10-12","2025-08-12 18:05:41","2025-08-12 18:05:41","2025-08-12 18:05:41","324","","12","57","","Artif Intell Rev","Digital deception","","","","","","","en","","","","","Springer Link","","","","/Users/shoggyboy/Zotero/storage/73JTFPIE/Schmitt and Flechais - 2024 - Digital deception generative artificial intellige.pdf","","","Artificial intelligence; ChatGPT; Phishing; Large language models; Machine learning; Social engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28JBJS5X","journalArticle","2025","Zhang, Jie; Bu, Haoyu; Wen, Hui; Liu, Yongji; Fei, Haiqiang; Xi, Rongrong; Li, Lun; Yang, Yun; Zhu, Hongsong; Meng, Dan","When LLMs meet cybersecurity: a systematic literature review","Cybersecurity","","2523-3246","10.1186/s42400-025-00361-w","https://doi.org/10.1186/s42400-025-00361-w","The rapid development of large language models (LLMs) has opened new avenues across various fields, including cybersecurity, which faces an evolving threat landscape and demand for innovative technologies. Despite initial explorations into the application of LLMs in cybersecurity, there is a lack of a comprehensive overview of this research area. This paper addresses this gap by providing a systematic literature review, covering the analysis of over 300 works, encompassing 25 LLMs and more than 10 downstream scenarios. Our comprehensive overview addresses three key research questions: the construction of cybersecurity-oriented LLMs, the application of LLMs to various cybersecurity tasks, the challenges and further research in this area. This study aims to shed light on the extensive potential of LLMs in enhancing cybersecurity practices and serve as a valuable resource for applying LLMs in this field. We also maintain and regularly update a list of practical guides on LLMs for cybersecurity at https://github.com/tmylla/Awesome-LLM4Cybersecurity.","2025-02-05","2025-08-12 18:57:33","2025-08-12 18:57:33","2025-08-12 18:57:33","55","","1","8","","Cybersecurity","When LLMs meet cybersecurity","","","","","","","","","","","","BioMed Central","","","","/Users/shoggyboy/Zotero/storage/8IM7GM8A/Zhang et al. - 2025 - When LLMs meet cybersecurity a systematic literat.pdf; /Users/shoggyboy/Zotero/storage/HA8U24JY/s42400-025-00361-w.html","","","Cybersecurity; Agent; Cyber attack; Cyber defense; Large language model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUZDR4L4","preprint","2023","Xi, Zhiheng; Chen, Wenxiang; Guo, Xin; He, Wei; Ding, Yiwen; Hong, Boyang; Zhang, Ming; Wang, Junzhe; Jin, Senjie; Zhou, Enyu; Zheng, Rui; Fan, Xiaoran; Wang, Xiao; Xiong, Limao; Zhou, Yuhao; Wang, Weiran; Jiang, Changhao; Zou, Yicheng; Liu, Xiangyang; Yin, Zhangyue; Dou, Shihan; Weng, Rongxiang; Cheng, Wensen; Zhang, Qi; Qin, Wenjuan; Zheng, Yongyan; Qiu, Xipeng; Huang, Xuanjing; Gui, Tao","The Rise and Potential of Large Language Model Based Agents: A Survey","","","","10.48550/arXiv.2309.07864","http://arxiv.org/abs/2309.07864","For a long time, humanity has pursued artificial intelligence (AI) equivalent to or surpassing the human level, with AI agents considered a promising vehicle for this pursuit. AI agents are artificial entities that sense their environment, make decisions, and take actions. Many efforts have been made to develop intelligent agents, but they mainly focus on advancement in algorithms or training strategies to enhance specific capabilities or performance on particular tasks. Actually, what the community lacks is a general and powerful model to serve as a starting point for designing AI agents that can adapt to diverse scenarios. Due to the versatile capabilities they demonstrate, large language models (LLMs) are regarded as potential sparks for Artificial General Intelligence (AGI), offering hope for building general AI agents. Many researchers have leveraged LLMs as the foundation to build AI agents and have achieved significant progress. In this paper, we perform a comprehensive survey on LLM-based agents. We start by tracing the concept of agents from its philosophical origins to its development in AI, and explain why LLMs are suitable foundations for agents. Building upon this, we present a general framework for LLM-based agents, comprising three main components: brain, perception, and action, and the framework can be tailored for different applications. Subsequently, we explore the extensive applications of LLM-based agents in three aspects: single-agent scenarios, multi-agent scenarios, and human-agent cooperation. Following this, we delve into agent societies, exploring the behavior and personality of LLM-based agents, the social phenomena that emerge from an agent society, and the insights they offer for human society. Finally, we discuss several key topics and open problems within the field. A repository for the related papers at https://github.com/WooooDyy/LLM-Agent-Paper-List.","2023-09-19","2025-08-13 09:39:32","2025-08-13 09:39:32","2025-08-13 09:39:32","","","","","","","The Rise and Potential of Large Language Model Based Agents","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2309.07864 [cs]","","/Users/shoggyboy/Zotero/storage/4QRPBXSY/Xi et al. - 2023 - The Rise and Potential of Large Language Model Bas.pdf; /Users/shoggyboy/Zotero/storage/UIWCCFJH/2309.html","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2309.07864","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QX6Y73TD","preprint","2022","Karpas, Ehud; Abend, Omri; Belinkov, Yonatan; Lenz, Barak; Lieber, Opher; Ratner, Nir; Shoham, Yoav; Bata, Hofit; Levine, Yoav; Leyton-Brown, Kevin; Muhlgay, Dor; Rozen, Noam; Schwartz, Erez; Shachaf, Gal; Shalev-Shwartz, Shai; Shashua, Amnon; Tenenholtz, Moshe","MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning","","","","10.48550/arXiv.2205.00445","http://arxiv.org/abs/2205.00445","Huge language models (LMs) have ushered in a new era for AI, serving as a gateway to natural-language-based knowledge tasks. Although an essential element of modern AI, LMs are also inherently limited in a number of ways. We discuss these limitations and how they can be avoided by adopting a systems approach. Conceptualizing the challenge as one that involves knowledge and reasoning in addition to linguistic processing, we define a flexible architecture with multiple neural models, complemented by discrete knowledge and reasoning modules. We describe this neuro-symbolic architecture, dubbed the Modular Reasoning, Knowledge and Language (MRKL, pronounced ""miracle"") system, some of the technical challenges in implementing it, and Jurassic-X, AI21 Labs' MRKL system implementation.","2022-05-01","2025-08-13 09:58:08","2025-08-13 09:58:08","2025-08-13 09:58:08","","","","","","","MRKL Systems","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2205.00445 [cs]","","/Users/shoggyboy/Zotero/storage/PRHVN2DD/Karpas et al. - 2022 - MRKL Systems A modular, neuro-symbolic architectu.pdf; /Users/shoggyboy/Zotero/storage/QBU3R62E/2205.html","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2205.00445","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNTVV7EV","preprint","2023","Yao, Shunyu; Zhao, Jeffrey; Yu, Dian; Du, Nan; Shafran, Izhak; Narasimhan, Karthik; Cao, Yuan","ReAct: Synergizing Reasoning and Acting in Language Models","","","","10.48550/arXiv.2210.03629","http://arxiv.org/abs/2210.03629","While large language models (LLMs) have demonstrated impressive capabilities across tasks in language understanding and interactive decision making, their abilities for reasoning (e.g. chain-of-thought prompting) and acting (e.g. action plan generation) have primarily been studied as separate topics. In this paper, we explore the use of LLMs to generate both reasoning traces and task-specific actions in an interleaved manner, allowing for greater synergy between the two: reasoning traces help the model induce, track, and update action plans as well as handle exceptions, while actions allow it to interface with external sources, such as knowledge bases or environments, to gather additional information. We apply our approach, named ReAct, to a diverse set of language and decision making tasks and demonstrate its effectiveness over state-of-the-art baselines, as well as improved human interpretability and trustworthiness over methods without reasoning or acting components. Concretely, on question answering (HotpotQA) and fact verification (Fever), ReAct overcomes issues of hallucination and error propagation prevalent in chain-of-thought reasoning by interacting with a simple Wikipedia API, and generates human-like task-solving trajectories that are more interpretable than baselines without reasoning traces. On two interactive decision making benchmarks (ALFWorld and WebShop), ReAct outperforms imitation and reinforcement learning methods by an absolute success rate of 34% and 10% respectively, while being prompted with only one or two in-context examples. Project site with code: https://react-lm.github.io","2023-03-10","2025-08-13 10:01:46","2025-08-13 10:01:46","2025-08-13 10:01:46","","","","","","","ReAct","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2210.03629 [cs]","","/Users/shoggyboy/Zotero/storage/KKU29VRQ/Yao et al. - 2023 - ReAct Synergizing Reasoning and Acting in Languag.pdf; /Users/shoggyboy/Zotero/storage/4P2F98XC/2210.html","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2210.03629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKG37TUQ","preprint","2023","Wei, Jason; Wang, Xuezhi; Schuurmans, Dale; Bosma, Maarten; Ichter, Brian; Xia, Fei; Chi, Ed; Le, Quoc; Zhou, Denny","Chain-of-Thought Prompting Elicits Reasoning in Large Language Models","","","","10.48550/arXiv.2201.11903","http://arxiv.org/abs/2201.11903","We explore how generating a chain of thought -- a series of intermediate reasoning steps -- significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called chain of thought prompting, where a few chain of thought demonstrations are provided as exemplars in prompting. Experiments on three large language models show that chain of thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a 540B-parameter language model with just eight chain of thought exemplars achieves state of the art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.","2023-01-10","2025-08-13 10:16:47","2025-08-13 10:16:47","2025-08-13 10:16:47","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2201.11903 [cs]","","/Users/shoggyboy/Zotero/storage/G6XW56GQ/Wei et al. - 2023 - Chain-of-Thought Prompting Elicits Reasoning in La.pdf; /Users/shoggyboy/Zotero/storage/2YQT43TG/2201.html","","","Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2201.11903","","","","","","","","","","","","","","","","","","","","","","","","","","",""
